4-character id, ALBH
begin date, 2015-01-01
end date, 2017-01-01
longitude, -123.487470777 E
latitude, 48.3897811345 N
units, meters**0 days**-1
date, north, east, vertical, north std. deviation, east std. deviation, vertical std. deviation
2015-05-19, -3.083370e-10, -1.757728e-10, 3.064455e-10, 1.155743e-09, 1.114264e-09, 1.464165e-09
2015-05-20, -3.144734e-10, -5.643246e-11, 1.642976e-10, 1.155651e-09, 1.114110e-09, 1.463639e-09
2015-05-21, -1.840537e-10, 5.742019e-11, 8.864107e-12, 1.159464e-09, 1.114018e-09, 1.463120e-09
2015-05-22, -1.655556e-10, 1.590377e-10, -1.531732e-10, 1.159370e-09, 1.113969e-09, 1.462644e-09
2015-05-23, -1.530084e-10, 2.425724e-10, -3.150863e-10, 1.159253e-09, 1.113931e-09, 1.462251e-09
2015-05-24, -1.469786e-10, 1.939096e-10, -4.703853e-10, 1.159093e-09, 1.118940e-09, 1.461980e-09
2015-05-25, -1.473609e-10, 2.250853e-10, -6.130874e-10, 1.158889e-09, 1.118773e-09, 1.461865e-09
2015-05-26, -1.534104e-10, 3.463058e-10, -7.379861e-10, 1.158658e-09, 1.113638e-09, 1.461925e-09
2015-05-27, -1.638173e-10, 3.269735e-10, -7.004158e-10, 1.158443e-09, 1.113487e-09, 1.459759e-09
2015-05-28, -1.768423e-10, 2.821773e-10, -7.912610e-10, 1.158300e-09, 1.113364e-09, 1.460176e-09
2015-05-29, -1.905163e-10, 2.149554e-10, -8.551590e-10, 1.158279e-09, 1.113317e-09, 1.460725e-09
2015-05-30, -2.028843e-10, 1.294865e-10, -8.921516e-10, 1.158414e-09, 1.113381e-09, 1.461351e-09
2015-05-31, -2.122440e-10, 3.082893e-11, -9.037371e-10, 1.158704e-09, 1.113567e-09, 1.461987e-09
2015-06-01, -2.173201e-10, -7.535694e-11, -8.926497e-10, 1.159108e-09, 1.113852e-09, 1.462563e-09
2015-06-02, -2.173353e-10, -1.830967e-10, -8.625471e-10, 1.159554e-09, 1.114185e-09, 1.463014e-09
2015-06-03, -2.119806e-10, -2.864037e-10, -8.176583e-10, 1.159952e-09, 1.114497e-09, 1.463292e-09
2015-06-04, -2.013229e-10, -3.796029e-10, -7.624380e-10, 1.160219e-09, 1.114719e-09, 1.463382e-09
2015-06-05, -2.898688e-10, -3.177351e-10, -7.012676e-10, 1.156594e-09, 1.119739e-09, 1.463304e-09
2015-06-06, -2.399737e-10, -3.458578e-10, -6.382200e-10, 1.156477e-09, 1.119672e-09, 1.463116e-09
2015-06-07, -1.867053e-10, -3.564881e-10, -5.768906e-10, 1.156220e-09, 1.119478e-09, 1.462909e-09
2015-06-08, -1.320059e-10, -3.494273e-10, -5.202765e-10, 1.155911e-09, 1.119228e-09, 1.462793e-09
2015-06-09, -7.781991e-11, -3.255449e-10, -4.706790e-10, 1.155665e-09, 1.119019e-09, 1.462882e-09
