date           mjd            component      count          p0[mm]         p1[km]         likelihood     
2016-05-14     57522          east           29             1.1667e+00     1.2166e+01     5.1178e+01     
2016-05-15     57523          east           29             1.1673e+00     1.1979e+01     5.1234e+01     
2016-05-16     57524          east           29             1.1678e+00     1.1795e+01     5.1289e+01     
2016-05-17     57525          east           29             1.1683e+00     1.1620e+01     5.1342e+01     
2016-05-18     57526          east           29             1.1687e+00     1.1454e+01     5.1393e+01     
2016-05-19     57527          east           29             1.1691e+00     1.1300e+01     5.1444e+01     
2016-05-20     57528          east           29             1.1694e+00     1.1159e+01     5.1493e+01     
2016-05-21     57529          east           29             1.1698e+00     1.1032e+01     5.1541e+01     
2016-05-22     57530          east           29             1.1701e+00     1.0919e+01     5.1589e+01     
2016-05-23     57531          east           29             1.1705e+00     1.0820e+01     5.1636e+01     
2016-05-24     57532          east           29             1.1708e+00     1.0738e+01     5.1682e+01     
2016-05-25     57533          east           29             1.1713e+00     1.0668e+01     5.1728e+01     
2016-05-26     57534          east           29             1.1718e+00     1.0614e+01     5.1775e+01     
2016-05-27     57535          east           29             1.1725e+00     1.0574e+01     5.1823e+01     
2016-05-28     57536          east           29             1.1735e+00     1.0552e+01     5.1872e+01     
2016-05-29     57537          east           29             1.1747e+00     1.0552e+01     5.1924e+01     
2016-05-30     57538          east           29             1.1763e+00     1.0573e+01     5.1977e+01     
2016-05-31     57539          east           29             1.1780e+00     1.0616e+01     5.2030e+01     
2016-06-01     57540          east           29             1.1800e+00     1.0680e+01     5.2085e+01     
2016-06-02     57541          east           29             1.1825e+00     1.0763e+01     5.2142e+01     
2016-06-03     57542          east           29             1.1853e+00     1.0860e+01     5.2202e+01     
2016-06-04     57543          east           29             1.1886e+00     1.0968e+01     5.2265e+01     
2016-06-05     57544          east           29             1.1922e+00     1.1082e+01     5.2331e+01     
2016-06-06     57545          east           29             1.1961e+00     1.1199e+01     5.2400e+01     
2016-06-07     57546          east           29             1.2003e+00     1.1320e+01     5.2471e+01     
2016-06-08     57547          east           29             1.2048e+00     1.1444e+01     5.2546e+01     
2016-06-09     57548          east           29             1.2098e+00     1.1576e+01     5.2625e+01     
2016-06-10     57549          east           29             1.2153e+00     1.1720e+01     5.2710e+01     
2016-06-11     57550          east           29             1.2214e+00     1.1877e+01     5.2801e+01     
2016-06-12     57551          east           29             1.2281e+00     1.2048e+01     5.2896e+01     
2016-06-13     57552          east           29             1.2351e+00     1.2233e+01     5.2996e+01     
2016-06-14     57553          east           29             1.2425e+00     1.2434e+01     5.3097e+01     
2016-06-15     57554          east           29             1.2500e+00     1.2649e+01     5.3198e+01     
2016-06-16     57555          east           29             1.2573e+00     1.2877e+01     5.3297e+01     
2016-06-17     57556          east           29             1.2644e+00     1.3114e+01     5.3392e+01     
2016-06-18     57557          east           29             1.2712e+00     1.3357e+01     5.3484e+01     
2016-06-19     57558          east           29             1.2778e+00     1.3604e+01     5.3570e+01     
2016-06-20     57559          east           29             1.2840e+00     1.3854e+01     5.3651e+01     
2016-06-21     57560          east           29             1.2897e+00     1.4104e+01     5.3725e+01     
2016-06-22     57561          east           29             1.2948e+00     1.4349e+01     5.3791e+01     
2016-06-23     57562          east           29             1.2995e+00     1.4592e+01     5.3849e+01     
2016-06-24     57563          east           29             1.3036e+00     1.4834e+01     5.3900e+01     
2016-06-25     57564          east           29             1.3071e+00     1.5071e+01     5.3943e+01     
2016-06-26     57565          east           29             1.3099e+00     1.5304e+01     5.3978e+01     
2016-06-27     57566          east           29             1.3118e+00     1.5527e+01     5.4003e+01     
2016-06-28     57567          east           29             1.3128e+00     1.5737e+01     5.4018e+01     
2016-06-29     57568          east           29             1.3127e+00     1.5932e+01     5.4024e+01     
2016-06-30     57569          east           29             1.3116e+00     1.6105e+01     5.4021e+01     
2016-07-01     57570          east           29             1.3093e+00     1.6253e+01     5.4008e+01     
2016-07-02     57571          east           29             1.3061e+00     1.6375e+01     5.3987e+01     
2016-07-03     57572          east           29             1.3019e+00     1.6472e+01     5.3958e+01     
2016-07-04     57573          east           29             1.2969e+00     1.6544e+01     5.3923e+01     
2016-07-05     57574          east           29             1.2913e+00     1.6592e+01     5.3883e+01     
2016-07-06     57575          east           29             1.2853e+00     1.6614e+01     5.3841e+01     
2016-07-07     57576          east           29             1.2791e+00     1.6611e+01     5.3798e+01     
2016-07-08     57577          east           29             1.2730e+00     1.6583e+01     5.3758e+01     
2016-07-09     57578          east           29             1.2672e+00     1.6527e+01     5.3723e+01     
2016-07-10     57579          east           29             1.2616e+00     1.6440e+01     5.3693e+01     
2016-07-11     57580          east           29             1.2563e+00     1.6327e+01     5.3666e+01     
2016-07-12     57581          east           29             1.2510e+00     1.6192e+01     5.3641e+01     
2016-07-13     57582          east           29             1.2457e+00     1.6037e+01     5.3617e+01     
2016-07-14     57583          east           29             1.2404e+00     1.5872e+01     5.3593e+01     
2016-07-15     57584          east           29             1.2351e+00     1.5700e+01     5.3568e+01     
2016-07-16     57585          east           29             1.2300e+00     1.5532e+01     5.3543e+01     
2016-07-17     57586          east           29             1.2250e+00     1.5376e+01     5.3518e+01     
2016-07-18     57587          east           29             1.2202e+00     1.5238e+01     5.3492e+01     
2016-07-19     57588          east           29             1.2156e+00     1.5122e+01     5.3465e+01     
2016-07-20     57589          east           29             1.2111e+00     1.5030e+01     5.3437e+01     
2016-07-21     57590          east           29             1.2069e+00     1.4962e+01     5.3407e+01     
2016-07-22     57591          east           29             1.2028e+00     1.4917e+01     5.3378e+01     
2016-07-23     57592          east           29             1.1988e+00     1.4893e+01     5.3347e+01     
2016-07-24     57593          east           29             1.1949e+00     1.4885e+01     5.3316e+01     
2016-07-25     57594          east           29             1.1912e+00     1.4890e+01     5.3284e+01     
2016-07-26     57595          east           29             1.1876e+00     1.4908e+01     5.3254e+01     
2016-07-27     57596          east           29             1.1843e+00     1.4938e+01     5.3225e+01     
2016-07-28     57597          east           29             1.1814e+00     1.4977e+01     5.3199e+01     
2016-07-29     57598          east           29             1.1789e+00     1.5028e+01     5.3178e+01     
2016-07-30     57599          east           29             1.1770e+00     1.5085e+01     5.3165e+01     
2016-07-31     57600          east           29             1.1756e+00     1.5150e+01     5.3158e+01     
2016-08-01     57601          east           29             1.1748e+00     1.5219e+01     5.3157e+01     
2016-08-02     57602          east           29             1.1742e+00     1.5294e+01     5.3162e+01     
2016-08-03     57603          east           29             1.1740e+00     1.5374e+01     5.3171e+01     
2016-08-04     57604          east           29             1.1738e+00     1.5463e+01     5.3182e+01     
2016-08-05     57605          east           29             1.1736e+00     1.5559e+01     5.3193e+01     
2016-08-06     57606          east           29             1.1732e+00     1.5662e+01     5.3204e+01     
2016-08-07     57607          east           29             1.1727e+00     1.5768e+01     5.3212e+01     
2016-08-08     57608          east           29             1.1718e+00     1.5873e+01     5.3218e+01     
2016-08-09     57609          east           29             1.1705e+00     1.5970e+01     5.3221e+01     
2016-08-10     57610          east           29             1.1688e+00     1.6050e+01     5.3223e+01     
2016-08-11     57611          east           29             1.1668e+00     1.6109e+01     5.3222e+01     
2016-08-12     57612          east           29             1.1644e+00     1.6144e+01     5.3222e+01     
2016-08-13     57613          east           29             1.1619e+00     1.6153e+01     5.3224e+01     
2016-08-14     57614          east           29             1.1594e+00     1.6138e+01     5.3229e+01     
2016-08-15     57615          east           29             1.1571e+00     1.6098e+01     5.3240e+01     
2016-08-16     57616          east           29             1.1551e+00     1.6037e+01     5.3256e+01     
2016-08-17     57617          east           29             1.1537e+00     1.5959e+01     5.3280e+01     
2016-08-18     57618          east           29             1.1527e+00     1.5872e+01     5.3310e+01     
2016-08-19     57619          east           29             1.1522e+00     1.5777e+01     5.3345e+01     
2016-08-20     57620          east           29             1.1522e+00     1.5679e+01     5.3385e+01     
2016-08-21     57621          east           29             1.1525e+00     1.5581e+01     5.3428e+01     
2016-08-22     57622          east           29             1.1530e+00     1.5478e+01     5.3473e+01     
2016-08-23     57623          east           29             1.1535e+00     1.5372e+01     5.3518e+01     
2016-08-24     57624          east           29             1.1540e+00     1.5258e+01     5.3561e+01     
2016-08-25     57625          east           29             1.1543e+00     1.5140e+01     5.3602e+01     
2016-08-26     57626          east           29             1.1545e+00     1.5019e+01     5.3640e+01     
2016-08-27     57627          east           29             1.1547e+00     1.4900e+01     5.3676e+01     
2016-08-28     57628          east           29             1.1551e+00     1.4783e+01     5.3711e+01     
2016-08-29     57629          east           29             1.1558e+00     1.4671e+01     5.3748e+01     
2016-08-30     57630          east           29             1.1570e+00     1.4567e+01     5.3786e+01     
2016-08-31     57631          east           29             1.1588e+00     1.4467e+01     5.3826e+01     
2016-09-01     57632          east           29             1.1611e+00     1.4375e+01     5.3868e+01     
2016-09-02     57633          east           29             1.1639e+00     1.4291e+01     5.3911e+01     
2016-09-03     57634          east           29             1.1671e+00     1.4212e+01     5.3955e+01     
2016-09-04     57635          east           29             1.1706e+00     1.4139e+01     5.3998e+01     
2016-09-05     57636          east           29             1.1743e+00     1.4066e+01     5.4039e+01     
2016-09-06     57637          east           29             1.1781e+00     1.3989e+01     5.4079e+01     
2016-09-07     57638          east           29             1.1820e+00     1.3906e+01     5.4118e+01     
2016-09-08     57639          east           29             1.1859e+00     1.3814e+01     5.4155e+01     
2016-09-09     57640          east           29             1.1896e+00     1.3713e+01     5.4190e+01     
2016-09-10     57641          east           29             1.1933e+00     1.3604e+01     5.4222e+01     
2016-09-11     57642          east           29             1.1967e+00     1.3489e+01     5.4253e+01     
2016-09-12     57643          east           29             1.2000e+00     1.3372e+01     5.4281e+01     
2016-09-13     57644          east           29             1.2031e+00     1.3255e+01     5.4309e+01     
2016-09-14     57645          east           29             1.2061e+00     1.3144e+01     5.4335e+01     
2016-09-15     57646          east           29             1.2090e+00     1.3044e+01     5.4361e+01     
2016-09-16     57647          east           29             1.2119e+00     1.2959e+01     5.4385e+01     
2016-09-17     57648          east           29             1.2147e+00     1.2896e+01     5.4410e+01     
2016-09-18     57649          east           29             1.2176e+00     1.2859e+01     5.4433e+01     
2016-09-19     57650          east           29             1.2205e+00     1.2854e+01     5.4455e+01     
2016-09-20     57651          east           29             1.2236e+00     1.2879e+01     5.4477e+01     
2016-09-21     57652          east           29             1.2269e+00     1.2927e+01     5.4499e+01     
2016-09-22     57653          east           29             1.2302e+00     1.2996e+01     5.4522e+01     
2016-09-23     57654          east           29             1.2336e+00     1.3082e+01     5.4546e+01     
2016-09-24     57655          east           29             1.2368e+00     1.3185e+01     5.4568e+01     
2016-09-25     57656          east           29             1.2398e+00     1.3299e+01     5.4588e+01     
2016-09-26     57657          east           29             1.2423e+00     1.3426e+01     5.4603e+01     
2016-09-27     57658          east           29             1.2444e+00     1.3563e+01     5.4614e+01     
2016-09-28     57659          east           29             1.2458e+00     1.3708e+01     5.4619e+01     
2016-09-29     57660          east           29             1.2468e+00     1.3860e+01     5.4620e+01     
2016-09-30     57661          east           29             1.2472e+00     1.4010e+01     5.4618e+01     
2016-10-01     57662          east           29             1.2472e+00     1.4155e+01     5.4615e+01     
2016-10-02     57663          east           29             1.2469e+00     1.4289e+01     5.4611e+01     
2016-10-03     57664          east           29             1.2463e+00     1.4410e+01     5.4609e+01     
2016-10-04     57665          east           29             1.2455e+00     1.4513e+01     5.4608e+01     
2016-10-05     57666          east           29             1.2444e+00     1.4594e+01     5.4610e+01     
2016-10-06     57667          east           29             1.2431e+00     1.4650e+01     5.4614e+01     
2016-10-07     57668          east           29             1.2414e+00     1.4678e+01     5.4620e+01     
2016-10-08     57669          east           29             1.2394e+00     1.4680e+01     5.4626e+01     
2016-10-09     57670          east           29             1.2367e+00     1.4657e+01     5.4630e+01     
2016-10-10     57671          east           29             1.2335e+00     1.4613e+01     5.4632e+01     
2016-10-11     57672          east           29             1.2296e+00     1.4551e+01     5.4631e+01     
2016-10-12     57673          east           29             1.2252e+00     1.4477e+01     5.4627e+01     
2016-10-13     57674          east           29             1.2205e+00     1.4394e+01     5.4623e+01     
2016-10-14     57675          east           29             1.2157e+00     1.4309e+01     5.4620e+01     
2016-10-15     57676          east           29             1.2110e+00     1.4230e+01     5.4617e+01     
2016-10-16     57677          east           29             1.2064e+00     1.4163e+01     5.4617e+01     
2016-10-17     57678          east           29             1.2022e+00     1.4109e+01     5.4621e+01     
2016-10-18     57679          east           29             1.1986e+00     1.4068e+01     5.4629e+01     
2016-10-19     57680          east           29             1.1953e+00     1.4039e+01     5.4641e+01     
2016-10-20     57681          east           29             1.1925e+00     1.4016e+01     5.4658e+01     
2016-10-21     57682          east           29             1.1901e+00     1.4002e+01     5.4678e+01     
2016-10-22     57683          east           29             1.1879e+00     1.3990e+01     5.4700e+01     
2016-10-23     57684          east           29             1.1861e+00     1.3983e+01     5.4724e+01     
2016-10-24     57685          east           29             1.1847e+00     1.3976e+01     5.4751e+01     
2016-10-25     57686          east           29             1.1836e+00     1.3968e+01     5.4780e+01     
2016-10-26     57687          east           29             1.1827e+00     1.3954e+01     5.4810e+01     
2016-10-27     57688          east           29             1.1820e+00     1.3928e+01     5.4842e+01     
2016-10-28     57689          east           29             1.1813e+00     1.3883e+01     5.4877e+01     
2016-10-29     57690          east           29             1.1809e+00     1.3820e+01     5.4914e+01     
2016-10-30     57691          east           29             1.1804e+00     1.3741e+01     5.4953e+01     
2016-10-31     57692          east           29             1.1799e+00     1.3647e+01     5.4993e+01     
2016-11-01     57693          east           29             1.1793e+00     1.3543e+01     5.5035e+01     
2016-11-02     57694          east           29             1.1786e+00     1.3429e+01     5.5077e+01     
2016-11-03     57695          east           29             1.1776e+00     1.3306e+01     5.5117e+01     
2016-11-04     57696          east           29             1.1762e+00     1.3168e+01     5.5154e+01     
2016-11-05     57697          east           29             1.1743e+00     1.3017e+01     5.5188e+01     
2016-11-06     57698          east           29             1.1719e+00     1.2851e+01     5.5217e+01     
2016-11-07     57699          east           29             1.1689e+00     1.2680e+01     5.5242e+01     
2016-11-08     57700          east           29             1.1654e+00     1.2506e+01     5.5261e+01     
2016-11-09     57701          east           29             1.1614e+00     1.2331e+01     5.5276e+01     
2016-11-10     57702          east           29             1.1570e+00     1.2156e+01     5.5287e+01     
2016-11-11     57703          east           29             1.1521e+00     1.1985e+01     5.5294e+01     
2016-11-12     57704          east           29             1.1469e+00     1.1828e+01     5.5297e+01     
2016-11-13     57705          east           29             1.1413e+00     1.1689e+01     5.5298e+01     
2016-11-14     57706          east           29             1.1354e+00     1.1569e+01     5.5298e+01     
2016-11-15     57707          east           29             1.1294e+00     1.1471e+01     5.5296e+01     
2016-11-16     57708          east           29             1.1231e+00     1.1398e+01     5.5294e+01     
2016-11-17     57709          east           29             1.1165e+00     1.1352e+01     5.5291e+01     
2016-11-18     57710          east           29             1.1098e+00     1.1336e+01     5.5287e+01     
2016-11-19     57711          east           29             1.1028e+00     1.1350e+01     5.5283e+01     
2016-11-20     57712          east           29             1.0960e+00     1.1401e+01     5.5281e+01     
2016-11-21     57713          east           29             1.0896e+00     1.1488e+01     5.5283e+01     
2016-11-22     57714          east           29             1.0839e+00     1.1607e+01     5.5292e+01     
2016-11-23     57715          east           29             1.0791e+00     1.1755e+01     5.5312e+01     
2016-11-24     57716          east           29             1.0754e+00     1.1924e+01     5.5345e+01     
2016-11-25     57717          east           29             1.0730e+00     1.2106e+01     5.5393e+01     
2016-11-26     57718          east           29             1.0721e+00     1.2295e+01     5.5459e+01     
2016-11-27     57719          east           29             1.0727e+00     1.2489e+01     5.5542e+01     
2016-11-28     57720          east           29             1.0751e+00     1.2687e+01     5.5643e+01     
2016-11-29     57721          east           29             1.0793e+00     1.2887e+01     5.5762e+01     
2016-11-30     57722          east           29             1.0854e+00     1.3085e+01     5.5899e+01     
2016-12-01     57723          east           29             1.0933e+00     1.3284e+01     5.6054e+01     
2016-12-02     57724          east           29             1.1029e+00     1.3483e+01     5.6222e+01     
2016-12-03     57725          east           29             1.1137e+00     1.3681e+01     5.6400e+01     
2016-12-04     57726          east           29             1.1254e+00     1.3882e+01     5.6583e+01     
2016-12-05     57727          east           29             1.1375e+00     1.4085e+01     5.6767e+01     
2016-12-06     57728          east           29             1.1497e+00     1.4293e+01     5.6949e+01     
2016-12-07     57729          east           29             1.1617e+00     1.4506e+01     5.7126e+01     
2016-12-08     57730          east           29             1.1735e+00     1.4723e+01     5.7298e+01     
2016-12-09     57731          east           29             1.1848e+00     1.4939e+01     5.7465e+01     
2016-12-10     57732          east           29             1.1959e+00     1.5154e+01     5.7627e+01     
2016-12-11     57733          east           29             1.2067e+00     1.5366e+01     5.7785e+01     
2016-12-12     57734          east           29             1.2171e+00     1.5570e+01     5.7939e+01     
2016-12-13     57735          east           29             1.2268e+00     1.5765e+01     5.8089e+01     
2016-12-14     57736          east           29             1.2356e+00     1.5948e+01     5.8232e+01     
2016-12-15     57737          east           29             1.2431e+00     1.6117e+01     5.8365e+01     
2016-12-16     57738          east           29             1.2491e+00     1.6272e+01     5.8489e+01     
2016-12-17     57739          east           29             1.2535e+00     1.6409e+01     5.8602e+01     
2016-12-18     57740          east           29             1.2562e+00     1.6531e+01     5.8704e+01     
2016-12-19     57741          east           29             1.2572e+00     1.6637e+01     5.8795e+01     
2016-12-20     57742          east           29             1.2566e+00     1.6728e+01     5.8878e+01     
2016-12-21     57743          east           29             1.2545e+00     1.6810e+01     5.8952e+01     
2016-12-22     57744          east           29             1.2513e+00     1.6885e+01     5.9023e+01     
2016-12-23     57745          east           29             1.2474e+00     1.6959e+01     5.9093e+01     
2016-12-24     57746          east           29             1.2427e+00     1.7034e+01     5.9166e+01     
2016-12-25     57747          east           29             1.2374e+00     1.7114e+01     5.9246e+01     
2016-12-26     57748          east           29             1.2316e+00     1.7203e+01     5.9334e+01     
2016-12-27     57749          east           29             1.2251e+00     1.7304e+01     5.9435e+01     
2016-12-28     57750          east           29             1.2179e+00     1.7419e+01     5.9552e+01     
2016-12-29     57751          east           29             1.2095e+00     1.7557e+01     5.9686e+01     
2016-12-30     57752          east           29             1.1996e+00     1.7719e+01     5.9839e+01     
2016-12-31     57753          east           29             1.1875e+00     1.7913e+01     6.0014e+01     
2017-01-01     57754          east           29             1.1729e+00     1.8143e+01     6.0212e+01     
2015-01-01     57023          north          0              nan            nan            nan            
2015-01-02     57024          north          0              nan            nan            nan            
2015-01-03     57025          north          0              nan            nan            nan            
2015-01-04     57026          north          0              nan            nan            nan            
2015-01-05     57027          north          0              nan            nan            nan            
2015-01-06     57028          north          0              nan            nan            nan            
2015-01-07     57029          north          0              nan            nan            nan            
2015-01-08     57030          north          0              nan            nan            nan            
2015-01-09     57031          north          0              nan            nan            nan            
2015-01-10     57032          north          0              nan            nan            nan            
2015-01-11     57033          north          0              nan            nan            nan            
2015-01-12     57034          north          0              nan            nan            nan            
2015-01-13     57035          north          0              nan            nan            nan            
2015-01-14     57036          north          0              nan            nan            nan            
2015-01-15     57037          north          0              nan            nan            nan            
2015-01-16     57038          north          0              nan            nan            nan            
2015-01-17     57039          north          0              nan            nan            nan            
2015-01-18     57040          north          0              nan            nan            nan            
2015-01-19     57041          north          0              nan            nan            nan            
2015-01-20     57042          north          0              nan            nan            nan            
2015-01-21     57043          north          0              nan            nan            nan            
2015-01-22     57044          north          0              nan            nan            nan            
2015-01-23     57045          north          0              nan            nan            nan            
2015-01-24     57046          north          0              nan            nan            nan            
2015-01-25     57047          north          0              nan            nan            nan            
2015-01-26     57048          north          0              nan            nan            nan            
2015-01-27     57049          north          0              nan            nan            nan            
2015-01-28     57050          north          0              nan            nan            nan            
2015-01-29     57051          north          0              nan            nan            nan            
2015-01-30     57052          north          0              nan            nan            nan            
2015-01-31     57053          north          0              nan            nan            nan            
2015-02-01     57054          north          0              nan            nan            nan            
2015-02-02     57055          north          0              nan            nan            nan            
2015-02-03     57056          north          0              nan            nan            nan            
2015-02-04     57057          north          0              nan            nan            nan            
2015-02-05     57058          north          0              nan            nan            nan            
2015-02-06     57059          north          0              nan            nan            nan            
2015-02-07     57060          north          0              nan            nan            nan            
2015-02-08     57061          north          0              nan            nan            nan            
2015-02-09     57062          north          0              nan            nan            nan            
2015-02-10     57063          north          0              nan            nan            nan            
2015-02-11     57064          north          0              nan            nan            nan            
2015-02-12     57065          north          0              nan            nan            nan            
2015-02-13     57066          north          0              nan            nan            nan            
2015-02-14     57067          north          0              nan            nan            nan            
2015-02-15     57068          north          0              nan            nan            nan            
2015-02-16     57069          north          0              nan            nan            nan            
2015-02-17     57070          north          0              nan            nan            nan            
2015-02-18     57071          north          0              nan            nan            nan            
2015-02-19     57072          north          0              nan            nan            nan            
2015-02-20     57073          north          0              nan            nan            nan            
2015-02-21     57074          north          0              nan            nan            nan            
2015-02-22     57075          north          0              nan            nan            nan            
2015-02-23     57076          north          0              nan            nan            nan            
2015-02-24     57077          north          0              nan            nan            nan            
2015-02-25     57078          north          0              nan            nan            nan            
2015-02-26     57079          north          0              nan            nan            nan            
2015-02-27     57080          north          0              nan            nan            nan            
2015-02-28     57081          north          0              nan            nan            nan            
2015-03-01     57082          north          0              nan            nan            nan            
2015-03-02     57083          north          0              nan            nan            nan            
2015-03-03     57084          north          0              nan            nan            nan            
2015-03-04     57085          north          0              nan            nan            nan            
2015-03-05     57086          north          0              nan            nan            nan            
2015-03-06     57087          north          0              nan            nan            nan            
2015-03-07     57088          north          0              nan            nan            nan            
2015-03-08     57089          north          0              nan            nan            nan            
2015-03-09     57090          north          0              nan            nan            nan            
2015-03-10     57091          north          0              nan            nan            nan            
2015-03-11     57092          north          0              nan            nan            nan            
2015-03-12     57093          north          0              nan            nan            nan            
2015-03-13     57094          north          0              nan            nan            nan            
2015-03-14     57095          north          0              nan            nan            nan            
2015-03-15     57096          north          0              nan            nan            nan            
2015-03-16     57097          north          0              nan            nan            nan            
2015-03-17     57098          north          0              nan            nan            nan            
2015-03-18     57099          north          0              nan            nan            nan            
2015-03-19     57100          north          0              nan            nan            nan            
2015-03-20     57101          north          0              nan            nan            nan            
2015-03-21     57102          north          0              nan            nan            nan            
2015-03-22     57103          north          0              nan            nan            nan            
2015-03-23     57104          north          0              nan            nan            nan            
2015-03-24     57105          north          0              nan            nan            nan            
2015-03-25     57106          north          0              nan            nan            nan            
2015-03-26     57107          north          0              nan            nan            nan            
2015-03-27     57108          north          0              nan            nan            nan            
2015-03-28     57109          north          0              nan            nan            nan            
2015-03-29     57110          north          0              nan            nan            nan            
2015-03-30     57111          north          0              nan            nan            nan            
2015-03-31     57112          north          0              nan            nan            nan            
2015-04-01     57113          north          0              nan            nan            nan            
2015-04-02     57114          north          0              nan            nan            nan            
2015-04-03     57115          north          0              nan            nan            nan            
2015-04-04     57116          north          0              nan            nan            nan            
2015-04-05     57117          north          0              nan            nan            nan            
2015-04-06     57118          north          0              nan            nan            nan            
2015-04-07     57119          north          0              nan            nan            nan            
2015-04-08     57120          north          0              nan            nan            nan            
2015-04-09     57121          north          0              nan            nan            nan            
2015-04-10     57122          north          0              nan            nan            nan            
2015-04-11     57123          north          0              nan            nan            nan            
2015-04-12     57124          north          0              nan            nan            nan            
2015-04-13     57125          north          0              nan            nan            nan            
2015-04-14     57126          north          0              nan            nan            nan            
2015-04-15     57127          north          0              nan            nan            nan            
2015-04-16     57128          north          0              nan            nan            nan            
2015-04-17     57129          north          0              nan            nan            nan            
2015-04-18     57130          north          0              nan            nan            nan            
2015-04-19     57131          north          0              nan            nan            nan            
2015-04-20     57132          north          0              nan            nan            nan            
2015-04-21     57133          north          0              nan            nan            nan            
2015-04-22     57134          north          0              nan            nan            nan            
2015-04-23     57135          north          0              nan            nan            nan            
2015-04-24     57136          north          0              nan            nan            nan            
2015-04-25     57137          north          0              nan            nan            nan            
2015-04-26     57138          north          0              nan            nan            nan            
2015-04-27     57139          north          0              nan            nan            nan            
2015-04-28     57140          north          0              nan            nan            nan            
2015-04-29     57141          north          0              nan            nan            nan            
2015-04-30     57142          north          0              nan            nan            nan            
2015-05-01     57143          north          0              nan            nan            nan            
2015-05-02     57144          north          0              nan            nan            nan            
2015-05-03     57145          north          0              nan            nan            nan            
2015-05-04     57146          north          0              nan            nan            nan            
2015-05-05     57147          north          0              nan            nan            nan            
2015-05-06     57148          north          0              nan            nan            nan            
2015-05-07     57149          north          0              nan            nan            nan            
2015-05-08     57150          north          0              nan            nan            nan            
2015-05-09     57151          north          0              nan            nan            nan            
2015-05-10     57152          north          0              nan            nan            nan            
2015-05-11     57153          north          0              nan            nan            nan            
2015-05-12     57154          north          0              nan            nan            nan            
2015-05-13     57155          north          0              nan            nan            nan            
2015-05-14     57156          north          0              nan            nan            nan            
2015-05-15     57157          north          0              nan            nan            nan            
2015-05-16     57158          north          0              nan            nan            nan            
2015-05-17     57159          north          0              nan            nan            nan            
2015-05-18     57160          north          0              nan            nan            nan            
2015-05-19     57161          north          0              nan            nan            nan            
2015-05-20     57162          north          0              nan            nan            nan            
2015-05-21     57163          north          0              nan            nan            nan            
2015-05-22     57164          north          0              nan            nan            nan            
2015-05-23     57165          north          0              nan            nan            nan            
2015-05-24     57166          north          0              nan            nan            nan            
2015-05-25     57167          north          0              nan            nan            nan            
2015-05-26     57168          north          0              nan            nan            nan            
2015-05-27     57169          north          0              nan            nan            nan            
2015-05-28     57170          north          0              nan            nan            nan            
2015-05-29     57171          north          0              nan            nan            nan            
2015-05-30     57172          north          0              nan            nan            nan            
2015-05-31     57173          north          0              nan            nan            nan            
2015-06-01     57174          north          0              nan            nan            nan            
2015-06-02     57175          north          0              nan            nan            nan            
2015-06-03     57176          north          0              nan            nan            nan            
2015-06-04     57177          north          0              nan            nan            nan            
2015-06-05     57178          north          0              nan            nan            nan            
2015-06-06     57179          north          0              nan            nan            nan            
2015-06-07     57180          north          0              nan            nan            nan            
2015-06-08     57181          north          0              nan            nan            nan            
2015-06-09     57182          north          0              nan            nan            nan            
2015-06-10     57183          north          0              nan            nan            nan            
2015-06-11     57184          north          0              nan            nan            nan            
2015-06-12     57185          north          0              nan            nan            nan            
2015-06-13     57186          north          0              nan            nan            nan            
2015-06-14     57187          north          0              nan            nan            nan            
2015-06-15     57188          north          0              nan            nan            nan            
2015-06-16     57189          north          0              nan            nan            nan            
2015-06-17     57190          north          0              nan            nan            nan            
2015-06-18     57191          north          0              nan            nan            nan            
2015-06-19     57192          north          0              nan            nan            nan            
2015-06-20     57193          north          0              nan            nan            nan            
2015-06-21     57194          north          0              nan            nan            nan            
2015-06-22     57195          north          0              nan            nan            nan            
2015-06-23     57196          north          0              nan            nan            nan            
2015-06-24     57197          north          0              nan            nan            nan            
2015-06-25     57198          north          0              nan            nan            nan            
2015-06-26     57199          north          0              nan            nan            nan            
2015-06-27     57200          north          0              nan            nan            nan            
2015-06-28     57201          north          0              nan            nan            nan            
2015-06-29     57202          north          0              nan            nan            nan            
2015-06-30     57203          north          0              nan            nan            nan            
2015-07-01     57204          north          0              nan            nan            nan            
2015-07-02     57205          north          0              nan            nan            nan            
2015-07-03     57206          north          0              nan            nan            nan            
2015-07-04     57207          north          0              nan            nan            nan            
2015-07-05     57208          north          0              nan            nan            nan            
2015-07-06     57209          north          0              nan            nan            nan            
2015-07-07     57210          north          0              nan            nan            nan            
2015-07-08     57211          north          0              nan            nan            nan            
2015-07-09     57212          north          0              nan            nan            nan            
2015-07-10     57213          north          0              nan            nan            nan            
2015-07-11     57214          north          0              nan            nan            nan            
