PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM08
4-character ID, P401
Station name, Quillayut_WA2005
Begin Date, 2005-04-09
End Date, 2017-02-14
Release Date, 2017-02-16
Source file, P401.pbo.nam08.pos
Offset from source file, 46.64 mm North, 71.49 mm East, -1.78 mm Vertical
Reference position, 47.9371881451 North Latitude, -124.5570189169 East Longitude, 36.22019 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2005-07-30,4.36, 3.15, -6.18, 1.48, 1.14, 4.73, repro,
2005-07-31,3.82, 3.42, -0.33, 2.02, 1.52, 6.45, repro,
2005-08-01,4.58, 2.20, -0.29, 2.15, 1.59, 6.75, repro,
2005-08-02,4.18, 3.37, -5.01, 1.42, 1.1, 4.53, repro,
2005-08-03,3.94, 4.16, -1.32, 1.39, 1.09, 4.41, repro,
2005-08-04,4.34, 3.25, -1.34, 1.62, 1.23, 5.14, repro,
2005-08-05,3.23, 3.54, 1.11, 1.62, 1.24, 5.12, repro,
2005-08-06,2.99, 4.27, -3.97, 1.66, 1.27, 5.23, repro,
2005-08-07,4.77, 3.83, -7.51, 1.61, 1.23, 5.04, repro,
2005-08-08,4.69, 3.23, -2.68, 1.41, 1.09, 4.47, repro,
2005-08-09,4.50, 3.80, -2.51, 1.45, 1.12, 4.59, repro,
2005-08-10,3.81, 3.83, -4.07, 1.52, 1.18, 4.8, repro,
2005-08-11,4.57, 4.46, -0.78, 1.68, 1.3, 5.32, repro,
2005-08-12,3.83, 4.23, -2.31, 1.47, 1.14, 4.67, repro,
2005-08-13,3.80, 4.78, -2.86, 1.35, 1.06, 4.28, repro,
2005-08-14,4.84, 4.00, -2.21, 1.39, 1.08, 4.41, repro,
2005-08-15,4.87, 3.95, -3.66, 1.6, 1.22, 5.05, repro,
2005-08-16,4.37, 4.02, -2.35, 1.84, 1.4, 5.75, repro,
2005-08-17,3.40, 3.82, -3.05, 1.94, 1.45, 6.06, repro,
2005-08-18,4.48, 4.27, 3.36, 1.37, 1.07, 4.34, repro,
2005-08-19,2.87, 4.41, 1.81, 1.69, 1.29, 5.33, repro,
2005-08-20,4.71, 3.83, 3.89, 2.2, 1.62, 6.88, repro,
2005-08-21,4.65, 5.01, -4.91, 1.95, 1.46, 6.1, repro,
2005-08-22,3.14, 5.12, 6.83, 1.76, 1.32, 5.51, repro,
2005-08-23,3.49, 4.69, -0.32, 1.61, 1.21, 5.08, repro,
2005-08-24,4.98, 3.94, -4.09, 1.41, 1.07, 4.44, repro,
2005-08-25,3.91, 4.45, -0.84, 1.41, 1.08, 4.46, repro,
2005-08-26,3.85, 4.01, 1.04, 1.49, 1.13, 4.69, repro,
2005-08-27,4.55, 3.96, 3.26, 1.85, 1.38, 5.85, repro,
2005-08-28,2.74, 4.21, 0.99, 2.29, 1.66, 7.16, repro,
2005-08-29,4.93, 4.73, -3.49, 1.75, 1.32, 5.5, repro,
2005-08-30,5.05, 4.69, 0.49, 1.58, 1.2, 5.01, repro,
2005-08-31,4.64, 4.56, -2.90, 1.65, 1.24, 5.21, repro,
2005-09-01,5.23, 4.74, 0.20, 1.41, 1.08, 4.47, repro,
2005-09-02,4.44, 3.37, 4.31, 1.82, 1.36, 5.72, repro,
2005-09-03,4.19, 4.05, 3.14, 1.96, 1.45, 6.13, repro,
2005-09-04,4.58, 4.60, 3.91, 1.57, 1.18, 4.92, repro,
2005-09-05,5.24, 4.24, 0.60, 1.39, 1.06, 4.37, repro,
2005-09-06,5.79, 3.51, -0.98, 1.76, 1.32, 5.52, repro,
2005-09-07,4.99, 5.51, -2.48, 1.97, 1.45, 6.09, repro,
2005-09-08,5.01, 4.19, 0.11, 1.6, 1.19, 4.89, repro,
2005-09-09,6.11, 3.78, -2.49, 1.62, 1.2, 4.94, repro,
2005-09-10,5.73, 3.95, 2.28, 1.42, 1.07, 4.34, repro,
2005-09-11,5.47, 4.08, -1.23, 1.53, 1.13, 4.7, repro,
2005-09-12,4.28, 3.19, -0.38, 1.53, 1.14, 4.7, repro,
2005-09-13,4.70, 3.14, 1.94, 1.54, 1.16, 4.75, repro,
2005-09-14,4.94, 3.71, 3.08, 1.67, 1.23, 5.1, repro,
2005-09-15,4.57, 3.72, 1.68, 1.52, 1.14, 4.65, repro,
2005-09-16,4.63, 3.22, -3.32, 1.65, 1.23, 5.08, repro,
2005-09-17,4.70, 3.19, 0.25, 1.49, 1.15, 4.67, repro,
2005-09-18,4.29, 3.61, 4.11, 1.5, 1.15, 4.72, repro,
2005-09-19,4.36, 3.06, 1.80, 1.69, 1.27, 5.32, repro,
2005-09-20,3.88, 3.53, 4.27, 1.44, 1.11, 4.56, repro,
2005-09-21,4.29, 2.90, -0.74, 1.36, 1.07, 4.38, repro,
2005-09-22,4.22, 2.90, -3.94, 1.34, 1.03, 4.27, repro,
2005-09-23,4.42, 2.93, -2.92, 1.42, 1.1, 4.52, repro,
2005-09-24,4.10, 3.43, 2.30, 1.34, 1.03, 4.27, repro,
2005-09-25,4.17, 3.69, 3.95, 1.42, 1.09, 4.51, repro,
2005-09-26,3.86, 3.37, 5.39, 1.43, 1.1, 4.53, repro,
2005-09-27,4.50, 3.95, 0.03, 1.35, 1.04, 4.28, repro,
2005-09-28,3.38, 3.61, 6.24, 1.97, 1.47, 6.11, repro,
2005-09-29,3.06, 4.87, 6.92, 1.67, 1.25, 5.19, repro,
2005-09-30,4.37, 3.23, 6.22, 1.8, 1.35, 5.66, repro,
2005-10-01,4.66, 3.14, 4.69, 1.76, 1.33, 5.49, repro,
2005-10-02,3.73, 3.64, 4.03, 1.69, 1.27, 5.28, repro,
2005-10-03,3.81, 3.11, -2.50, 1.67, 1.26, 5.23, repro,
2005-10-04,3.87, 4.02, -2.54, 1.39, 1.06, 4.38, repro,
2005-10-05,3.71, 4.89, -0.25, 1.77, 1.32, 5.53, repro,
2005-10-06,5.08, 3.21, 0.28, 1.56, 1.17, 4.92, repro,
2005-10-07,3.67, 3.37, -0.05, 1.88, 1.4, 5.79, repro,
2005-10-08,3.98, 3.95, 2.31, 1.65, 1.24, 5.17, repro,
2005-10-09,3.30, 5.05, 3.91, 1.84, 1.37, 5.71, repro,
2005-10-10,4.44, 3.81, 1.44, 2.06, 1.52, 6.36, repro,
2005-10-11,4.45, 4.88, -1.62, 1.5, 1.13, 4.63, repro,
2005-10-12,3.94, 4.64, -1.47, 1.69, 1.27, 5.26, repro,
2005-10-13,4.71, 3.50, 1.83, 2.05, 1.51, 6.37, repro,
2005-10-14,4.41, 5.87, 0.81, 1.82, 1.34, 5.61, repro,
2005-10-15,4.20, 4.82, 2.14, 1.68, 1.24, 5.2, repro,
2005-10-16,4.12, 5.81, -0.23, 1.87, 1.37, 5.77, repro,
2005-10-17,3.99, 5.84, 5.55, 1.86, 1.36, 5.76, repro,
2005-10-18,4.67, 5.50, 0.92, 1.76, 1.33, 5.47, repro,
2005-10-19,5.00, 5.94, -0.88, 1.75, 1.31, 5.38, repro,
2005-10-20,5.04, 5.93, -4.88, 1.59, 1.17, 4.85, repro,
2005-10-21,4.93, 5.94, -4.86, 1.75, 1.31, 5.47, repro,
2005-10-22,4.69, 4.81, -3.99, 1.7, 1.28, 5.33, repro,
2005-10-23,3.73, 5.42, 2.44, 1.86, 1.39, 5.69, repro,
2005-10-24,4.49, 6.27, -3.47, 1.57, 1.18, 4.85, repro,
2005-10-25,2.27, 5.62, -1.86, 1.95, 1.46, 6.03, repro,
2005-10-26,5.08, 5.28, 7.26, 2.13, 1.57, 6.59, repro,
2005-10-27,5.35, 4.97, -2.11, 1.5, 1.14, 4.59, repro,
2005-10-28,4.56, 4.91, -0.01, 2.03, 1.5, 6.23, repro,
2005-10-29,4.42, 6.62, -1.22, 1.95, 1.45, 5.98, repro,
2005-10-30,5.80, 5.95, -5.77, 1.9, 1.42, 5.81, repro,
2005-10-31,4.98, 7.15, -4.56, 2.02, 1.55, 6.2, repro,
2005-11-01,5.73, 5.71, -3.60, 1.63, 1.26, 5.02, repro,
2005-11-02,2.06, 4.93, -3.09, 2.32, 1.73, 7.12, repro,
2005-11-03,4.82, 5.27, -1.78, 1.8, 1.38, 5.48, repro,
2005-11-04,4.44, 5.31, 0.37, 2.15, 1.61, 6.58, repro,
2005-11-05,6.22, 5.43, 1.29, 1.93, 1.47, 5.86, repro,
2005-11-06,5.27, 5.29, -1.54, 1.93, 1.45, 5.87, repro,
2005-11-07,6.40, 6.17, -6.03, 2.08, 1.56, 6.29, repro,
2005-11-08,5.46, 7.15, -9.02, 1.77, 1.35, 5.43, repro,
2005-11-09,5.51, 6.49, -1.99, 1.76, 1.31, 5.39, repro,
2005-11-10,5.58, 7.37, -2.23, 2.4, 1.78, 7.39, repro,
2005-11-11,3.85, 6.96, 1.30, 2.01, 1.49, 6.09, repro,
2005-11-12,6.17, 5.72, -3.75, 1.92, 1.45, 5.83, repro,
2005-11-13,6.42, 6.80, -3.78, 1.59, 1.21, 4.89, repro,
2005-11-14,6.12, 6.11, -9.75, 1.72, 1.28, 5.26, repro,
2005-11-15,6.35, 7.99, -19.52, 1.57, 1.16, 4.8, repro,
2005-11-16,6.39, 6.88, -14.59, 1.57, 1.15, 4.8, repro,
2005-11-17,5.83, 7.73, -14.61, 1.46, 1.08, 4.44, repro,
2005-11-18,5.66, 7.82, -10.49, 1.55, 1.14, 4.74, repro,
2005-11-19,5.59, 7.38, -9.63, 1.45, 1.06, 4.43, repro,
2005-11-20,5.58, 7.28, -10.12, 1.53, 1.12, 4.62, repro,
2005-11-21,6.03, 6.84, -7.46, 1.52, 1.12, 4.6, repro,
2005-11-22,6.23, 7.49, -8.42, 1.47, 1.08, 4.47, repro,
2005-11-23,6.18, 7.26, -4.43, 1.46, 1.07, 4.47, repro,
